-0.475057,0.000569,-0.022576,-0.097132,0.371022,0.193741,0.099688,0.203918,0.305110,-0.082962,0.091370,-0.008549,-0.108275,0.047850,0.000644
-0.452732,0.320359,-0.365142,-0.195991,-0.082576,0.321860,-0.120687,0.005810,-0.126309,0.044200,0.046842,0.263544,0.019733,0.019618,0.009293
-0.527291,-0.044338,0.111524,-0.405464,-0.174344,0.026006,0.145700,0.153373,-0.068903,-0.400552,-0.073820,-0.095206,0.090292,-0.042232,0.003580
-0.197720,0.099833,-0.642154,0.105992,-0.123083,-0.122190,0.146653,-0.004366,-0.131854,-0.012836,-0.089832,-0.129839,-0.132979,0.155619,-0.007802
0.041757,-0.182834,-0.559074,0.438055,-0.133314,-0.008249,0.239048,0.184264,0.073858,-0.072560,0.125642,0.068270,0.039732,-0.136031,0.011005
-0.557110,0.155603,-0.145845,0.198724,0.110264,-0.022026,-0.137551,-0.190004,-0.031139,0.030228,0.135760,-0.144151,0.101646,-0.041617,-0.084591
0.489896,-0.140672,-0.392504,-0.122831,0.009611,0.284933,-0.147494,0.020405,0.090635,-0.040994,0.089582,-0.116114,0.162510,0.130553,0.030163
-0.589393,0.051711,0.065742,0.256505,0.106883,-0.123349,-0.048558,-0.222669,-0.039723,0.022146,0.016840,-0.066194,0.038856,-0.007775,0.112896
-0.035298,-0.383577,-0.135605,0.268415,0.195433,0.203745,-0.120140,-0.258852,-0.048902,-0.283195,-0.202977,0.101482,-0.014748,0.006800,-0.019866
-0.247472,-0.332519,0.345308,0.239464,0.013364,-0.048683,-0.106865,0.368373,-0.254473,-0.003589,0.150702,0.042531,0.000801,0.111556,-0.006414
0.078958,0.106397,0.411313,0.210127,-0.029545,0.426993,0.431828,-0.210937,-0.078707,0.036432,0.044963,-0.007866,0.036412,0.066631,-0.007846
-0.257397,-0.017574,0.240789,0.203067,-0.416781,-0.100790,-0.115047,-0.148420,0.304684,-0.115032,0.041123,0.074360,-0.009608,0.103225,-0.010940
-0.469243,-0.287856,-0.078577,-0.085058,0.007596,-0.075491,0.143733,0.083173,0.103143,0.374717,-0.201264,0.048548,0.127972,0.041333,-0.013785
-0.235737,-0.448544,-0.050613,-0.278904,-0.198413,0.284684,-0.060684,-0.199172,-0.035403,0.176809,0.111419,-0.090481,-0.124947,-0.077320,0.006175
0.072954,-0.194408,-0.133014,-0.345257,0.136263,-0.407570,0.196143,-0.311402,-0.039692,-0.082200,0.182867,0.129003,0.027374,0.060205,-0.006333
